datetime,low,open,close,high,volume,total_turnover,open_interest
2023-10-11 11:01:00,147897.34949256087,147913.4619174303,147937.86826288307,147984.3161887871,485.0,73659300.0,121788.0
2023-10-11 11:02:00,147821.55792780715,147919.53392932043,147857.57580741998,147935.55156220446,758.0,116257600.0,121591.0
2023-10-11 11:03:00,147882.3988641508,147893.5026132763,147948.01267541875,148023.72155232728,446.0,67387200.0,121495.0
2023-10-11 11:04:00,147906.7434643751,147993.55533056764,147950.14939747137,148058.1559495588,387.0,59495450.0,121488.0
2023-10-11 11:05:00,147482.0645581841,147854.97429719538,147580.7930326009,147854.97429719538,2075.0,316833150.0,121193.0
2023-10-11 11:06:00,147534.4594203498,147534.4594203498,147624.25972629926,147668.65051473933,933.0,142667750.0,120935.0
2023-10-11 11:07:00,147513.0359609864,147620.78986772112,147545.22836508628,147652.982271821,666.0,102159800.0,120881.0
2023-10-11 11:08:00,147349.91187349503,147494.55022383307,147524.6129467352,147563.02286324257,1130.0,172312950.0,120849.0
2023-10-11 11:09:00,147523.8619537254,147536.2888482633,147695.95903612467,147709.62634526464,611.0,93639800.0,120887.0
2023-10-11 11:10:00,147624.88793873435,147711.62832048695,147679.4382050349,147711.62832048695,219.0,32939500.0,120916.0
2023-10-11 11:11:00,147622.92984414406,147698.4902228286,147774.0506015131,147806.23878622518,439.0,66357600.0,120945.0
2023-10-11 11:12:00,147621.80103213855,147772.90760375143,147665.17152687034,147772.90760375143,276.0,42389350.0,120914.0
2023-10-11 11:13:00,147567.4012836843,147654.141784255,147600.82422127013,147687.56472184084,291.0,44347700.0,120902.0
2023-10-11 11:14:00,147600.99187153217,147600.99187153217,147719.9197076067,147719.9197076067,161.0,24020350.0,120933.0
2023-10-11 11:15:00,147696.38551227984,147728.56528570247,147783.13073678987,147815.31051021253,315.0,47890150.0,120930.0
2023-10-11 11:16:00,147664.8207714888,147772.55633191383,147697.0021085707,147804.73766899572,223.0,34053600.0,120935.0
2023-10-11 11:17:00,147464.0531957126,147714.105713246,147507.42440783378,147714.105713246,331.0,50000150.0,120912.0
2023-10-11 11:18:00,147496.5791432352,147496.5791432352,147583.32079060536,147594.51166060206,317.0,48248600.0,120920.0
2023-10-11 11:19:00,147561.22759567585,147593.40463015804,147604.59748724182,147636.774521724,172.0,26388450.0,120903.0
2023-10-11 11:20:00,147561.76098392112,147626.10624958645,147605.13051677364,147701.6484152716,189.0,28672100.0,120904.0
2023-10-11 11:21:00,147570.72148830746,147605.3317506142,147635.0631571111,147669.67341941778,160.0,24343000.0,120889.0
2023-10-11 11:22:00,147569.8314801946,147634.1684867137,147677.53565637517,147677.53565637517,175.0,26714750.0,120876.0
2023-10-11 11:23:00,147646.34748721682,147689.71264748226,147757.03240058912,147757.03240058912,258.0,39585800.0,120862.0
2023-10-11 11:24:00,147725.0991234097,147757.25897904957,147801.63977849332,147877.16188363452,430.0,66049450.0,120809.0
