date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score,signal,position,position_scale
2025-04-28,3332.142976851153,3335.2695746263043,3352.783890446454,3319.4808594880915,208664.0,6591553600.0,478732.0,-0.8304156390791954,14,uptrend_crowded_chase,0.5111605098989465,-0.0025320572742961733,-0.003631868538343186,0.35,0.4666666666666667,-0.0483094138713458,-1.8119880898067384,-0.7075147291555678,0.009985109213276631,0.32232101979789307,0.4740924379511572,0.5111605098989465,0,1.0,1.0
2025-04-29,3335.861360265852,3351.287893589185,3352.6574025404707,3329.176446950412,192481.0,6010708790.0,458600.0,-0.8681809228659602,14,uptrend_crowded_chase,0.65,0.004802705929602524,0.003605988572809693,0.65,0.6666666666666666,-0.09596016872983881,-3.0159887314489047,-1.0222288294056265,0.007006546836807563,-0.8410085512782538,0.941675757358633,0.65,0,1.0,1.0
2025-04-30,3351.023189187293,3343.292164594264,3356.259679880053,3321.5299667551144,252924.0,7902660870.0,429614.0,-0.5297980827751285,14,uptrend_crowded_chase,1.0481804623331945,-0.002385867537735731,0.0007333156411348796,0.45,0.5333333333333333,-0.16007200015979528,-3.7681468188689444,0.3810616719652249,0.010387878598445364,0.8152992527011639,0.62661611286165,1.0481804623331945,0,1.0,1.0
2025-05-06,3325.5017048154045,3294.471952915522,3327.5471223088607,3288.5027725327777,217504.0,6808429940.0,449405.0,-0.7257072444708137,14,uptrend_crowded_chase,0.8592035925524402,-0.014602436543163066,-0.008035953425265197,0.15,0.3,-0.11080112419043964,-2.44189976382609,-0.36091086768139957,0.011851474328542924,1.4184071851048803,0.15288205379208425,0.8592035925524402,0,1.0,1.0
2025-05-07,3295.9024035105213,3302.589790080611,3306.432466230918,3293.9590790484813,147884.0,4664707890.0,468799.0,-1.153745922493496,14,uptrend_crowded_chase,0.15,0.0024640783959033463,-0.012305491394134727,0.15,0.36666666666666664,-0.05055208387806154,-1.1766677129143235,-3.370240919396418,0.003776850282739006,-2.106772239921451,0.6919300191596667,0.15,0,1.0,1.0
2025-05-08,3304.4474083152545,3309.807242163643,3311.0119760228213,3285.942019840338,186969.0,5808869690.0,477454.0,-0.9375249924904728,14,uptrend_crowded_chase,0.15,0.0021853916295357934,-0.007634265204939039,0.15,0.38333333333333336,-0.0026731216750786047,-0.3237062458539908,-1.0918575058905717,0.007574445986798528,-0.5917223186717239,0.9519451150848012,0.15,0,1.0,1.0
2025-05-09,3310.4429130269896,3322.861655318769,3325.471862223131,3306.747462091132,158403.0,4946584470.0,481587.0,-1.1119444816798856,14,uptrend_crowded_chase,0.30849567501918185,0.003944161155013948,-0.008482183319670544,0.2,0.45,0.04890852985099947,0.10849567501918182,-2.24042393627501,0.0056350224819103545,-1.256482532614329,0.8605986367541069,0.30849567501918185,0,1.0,1.0
2025-05-12,3333.9755711147377,3357.037572272195,3360.59795066554,3314.379890628782,227958.0,7275484480.0,485491.0,-0.755999348510161,14,uptrend_crowded_chase,2.6478639614433668,0.010285085717824716,0.004111339063781694,0.7,0.8,0.12227361885140375,0.28554211941638075,0.897946658555364,0.013767513482274002,2.4266970254986084,0.9229656461021266,2.6478639614433668,0,1.0,1.0
2025-05-13,3358.460963697782,3339.875633744565,3363.6511953553304,3333.1482037527026,153124.0,4898492260.0,495665.0,-1.174652244646189,14,uptrend_crowded_chase,1.3275942408033403,-0.0051122271223237314,0.013781777923124405,0.35,0.55,0.09797580967656927,0.9632188730193731,-2.0825185708174097,0.009132972286285054,0.02875073556793412,0.2205498424385067,1.3275942408033403,0,1.0,1.0
2025-05-14,3337.0922537294514,3346.0387365390434,3348.1186531309195,3325.927302757564,164415.0,5167263570.0,502936.0,-1.1180692060881656,14,uptrend_crowded_chase,1.9018224157689605,0.0018453090684602547,0.013156022763993303,0.55,0.6666666666666666,0.0702888202692371,1.3518224157689605,-1.267729595428198,0.006632125961670385,-0.8553273375852736,0.9062735454633077,1.9018224157689605,0,1.0,1.0
