date,open,close,high,low,volume,total_turnover,open_interest,speculation
2022-12-19,65197.987358411,65259.14668773611,65921.7807537973,65084.53055700615,136795.0,44776005650.0,405010.0,-1.0854283033468464
2022-12-20,65258.01933989521,65563.58876923191,65780.69643448887,64556.148185422,190612.0,62104111750.0,404211.0,-0.7516970705347283
2022-12-21,65559.2030767556,65821.82628674175,65955.0930730469,65343.61462876361,132967.0,43686237650.0,400430.0,-1.10243799257518
2022-12-22,65824.4751090089,65334.0569340957,66241.43955670587,65251.05146243976,132706.0,43688534100.0,401552.0,-1.1072008842356926
2022-12-23,65326.828818822745,65521.86403454228,65634.69035388484,65246.8104622356,113550.0,37169605550.0,402058.0,-1.2643530882672616
2022-12-24,65519.268702787536,65691.05420734729,65706.69674255273,65511.24621300687,4837.0,1587788900.0,401809.0,-4.419682157492713
2022-12-26,65752.0689775422,66193.52011139924,66197.41768986073,65737.52376302732,103227.0,34051192900.0,401439.0,-1.3581251448468992
2022-12-27,66191.00455858908,66643.40727964793,66765.30942216629,66188.48891490634,133837.0,44498244100.0,403536.0,-1.1036430614573682
2022-12-28,66643.40863980017,66195.56938745586,66760.20771601574,66168.58476354307,115871.0,38457572400.0,402371.0,-1.2448970452607604
2022-12-29,66198.13099533792,66018.76247660245,66440.36632406678,65935.29431891689,117543.0,38917086850.0,398546.0,-1.221018700356755
2022-12-30,66016.25450092716,66215.35360224816,66256.47689138663,65956.95966391197,66528.0,21998531900.0,397127.0,-1.7866332170990669
2023-01-03,66159.14946884263,65331.90572037745,66201.06113216284,65256.49136679489,162785.0,53387288800.0,385534.0,-0.8621990745294338
2023-01-04,65333.45904968398,63960.168492681565,65334.01158599515,63812.8470574143,211359.0,68205796150.0,405893.0,-0.6525314685705138
2023-01-05,63962.62523805888,65002.6101042246,65249.02504858293,63895.935294276496,171266.0,55288715600.0,400961.0,-0.8506462622840619
2023-01-06,65006.57214971405,65446.39790752107,65623.33860531992,64649.030326146254,164630.0,53617965250.0,398188.0,-0.8832237239058328
2023-01-07,65448.296659007865,65635.41803839598,65706.2665875714,65361.35777809006,15088.0,4949978300.0,401865.0,-3.282216485431933
2023-01-09,66023.6056011938,66721.03916728945,66739.71682827974,65827.70351859802,172288.0,57058991350.0,406768.0,-0.8590755032046465
2023-01-10,66715.50723069887,66986.53578061312,67039.29852885377,66310.87616061147,137058.0,45669900200.0,414610.0,-1.1069341254423997
