date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,speculation_rank_history,signal,position,position_scale,daily_return,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2025-02-19,77236.44047485398,77313.01845608462,77786.73090790247,77164.10824326545,124315.0,9620825600.0,380254.0,-1.1180207834588871,11,high_speculation,0.1,0.1,0,1.0,1.0,0.003161157545164439,1.0,position,1.0,0.003161157545164439,0.003161157545164439,0.36104937356424893,0.4134658002842918,1.042570101565494,1.042570101565494,-0.6536929526157451,-0.6034167873570869
2025-02-20,77367.4042273861,77216.24467162298,77640.20331319433,77058.11055455798,123788.0,9564488040.0,375818.0,-1.1105345586309794,11,high_speculation,0.2,0.2,0,1.0,1.0,-0.0012517139596175397,1.0,position,1.0,-0.0012517139596175397,-0.0012517139596175397,0.3605974430232474,0.41294825937025154,1.042570101565494,1.042570101565494,-0.6541264299812699,-0.603913196100502
2025-02-21,77070.95238095238,76708.1847371373,77289.03300241896,76693.70825339798,153242.0,11787085280.0,388682.0,-0.9307431574091918,11,high_speculation,0.6,0.6,0,1.0,1.0,-0.006579702712120938,1.0,position,1.0,-0.006579702712120938,-0.006579702712120938,0.3582248190494035,0.4102311825881075,1.042570101565494,1.042570101565494,-0.6564021752479731,-0.6065193295183549
2025-02-24,76775.7944437266,76851.0123250986,76938.2202675575,76255.3797648275,127468.0,9748371900.0,388719.0,-1.1149913648430727,11,high_speculation,0.2,0.2,0,1.0,1.0,0.001861960212599767,1.0,position,1.0,0.001861960212599767,0.001861960212599767,0.35889181940963927,0.4109950167280543,1.042570101565494,1.042570101565494,-0.655762409769149,-0.6057866841654909
2025-02-25,76849.13427766411,76777.67336116197,77402.822394632,76594.49790644321,146855.0,11278843280.0,375632.0,-0.9391642353095,11,high_speculation,0.6,0.6,0,1.0,1.0,-0.000954300557895027,1.0,position,1.0,-0.000954300557895027,-0.000954300557895027,0.3585493287461527,0.4106028039542986,1.042570101565494,1.042570101565494,-0.6560909158935547,-0.6061628821527214
2025-02-26,76686.40591797282,76178.82043329345,76910.80344256447,75951.75859341108,180640.0,13774805900.0,389482.0,-0.7683115507478833,11,high_speculation,1.0,1.0,1,0.5,0.5,-0.007799831665274759,1.0,position,1.0,-0.007799831665274759,-0.007799831665274759,0.35575270433823547,0.40740017120216526,1.042570101565494,1.042570101565494,-0.6587733488577437,-0.6092347453754672
2025-02-27,76179.22857282124,76335.32661723981,76650.81075956502,75798.80866536923,139951.0,10640417140.0,384946.0,-1.0118107033651984,11,high_speculation,0.5,0.5,0,1.0,1.0,0.0020544579589993894,1.0,position,0.5,0.0020544579589993894,0.0010272289794996947,0.3564835833130987,0.4078186644642773,1.042570101565494,1.042570101565494,-0.6580723130484818,-0.6088333399817354
2025-02-28,76135.5523369547,75445.06941462003,76270.54512101276,75362.96876669573,171538.0,12977188060.0,400492.0,-0.8478889748716509,11,high_speculation,0.8,0.8,0,1.0,1.0,-0.01166245357256035,1.0,position,1.0,-0.01166245357256035,-0.01166245357256035,0.35232611007332976,0.4030624982239391,1.042570101565494,1.042570101565494,-0.6620600288227269,-0.6133953029933319
2025-03-03,75427.36374459333,75680.27852450938,76034.40592883104,75400.86641391892,117398.0,8874550540.0,391707.0,-1.2049442398578514,11,high_speculation,0.1,0.1,0,1.0,1.0,0.003117620696943435,1.0,position,1.0,0.003117620696943435,0.003117620696943435,0.35342452924616796,0.4043190942105638,1.042570101565494,1.042570101565494,-0.6610064601742601,-0.6121900161884083
2025-03-04,75618.51093281384,75527.12004578476,75798.80686890702,75428.94079490026,106412.0,8022973320.0,387902.0,-1.2934343778976378,11,high_speculation,0.1,0.1,0,1.0,1.0,-0.0020237568057446254,1.0,position,1.0,-0.0020237568057446254,-0.0020237568057446254,0.35270928394978895,0.4035008506919626,1.042570101565494,1.042570101565494,-0.6616925006575859,-0.6129748492824827
2025-03-05,75614.82092159297,75599.01703994264,75842.64075404595,75283.71944170527,124958.0,9426320880.0,379344.0,-1.1104657642890756,11,high_speculation,0.5,0.5,0,1.0,1.0,0.0009519361272387616,1.0,position,1.0,0.0009519361272387616,0.0009519361272387616,0.35304504065959325,0.4038849577291079,1.042570101565494,1.042570101565494,-0.6613704535268461,-0.6126064260593647
2025-03-06,75567.52695657678,77013.02660503009,77154.3251441109,75304.1068928145,179389.0,13644601100.0,371208.0,-0.7272059201552226,11,high_speculation,1.0,1.0,1,0.5,0.5,0.018704073418578382,1.0,position,1.0,0.018704073418578382,0.018704073418578382,0.35964842102015526,0.41143925163113254,1.042570101565494,1.042570101565494,-0.6550367016279124,-0.6053605882104935
2025-03-07,76954.9481552995,76397.8622895749,77216.96837294428,76286.04683912931,196432.0,15050215540.0,373886.0,-0.643634622676949,11,high_speculation,1.0,1.0,1,0.5,0.5,-0.007987795605152948,1.0,position,0.5,-0.007987795605152948,-0.003993897802576474,0.35677562294333026,0.40979600530814925,1.042570101565494,1.042570101565494,-0.6577921979465879,-0.6069367376900497
2025-03-10,76345.27868011624,76014.01416184894,76743.50831902046,75894.31619088254,126479.0,9638398840.0,372409.0,-1.0799164261910437,11,high_speculation,0.4,0.4,0,1.0,1.0,-0.005024330736782101,1.0,position,0.5,-0.005024330736782101,-0.0025121653683910505,0.3549830642148415,0.4087665299755091,1.042570101565494,1.042570101565494,-0.6595115631248116,-0.6079241776052116
2025-03-11,75892.73900532552,76210.66910874125,76268.05393906267,75668.31321366817,99280.0,7520373920.0,372361.0,-1.3219196729214324,11,high_speculation,0.0,0.0,0,1.0,1.0,0.002587088039760488,1.0,position,1.0,0.002587088039760488,0.002587088039760488,0.35590143665458923,0.4098240449762631,1.042570101565494,1.042570101565494,-0.658630689562095,-0.6069098429344149
2025-03-12,76334.69850291287,75867.29421672014,76359.9212019891,75815.8124246273,89475.0,6795033740.0,372868.0,-1.4272652129593393,11,high_speculation,0.0,0.0,0,1.0,1.0,-0.004505601329010234,1.0,position,1.0,-0.004505601329010234,-0.004505601329010234,0.3542978866686017,0.4079775412145577,1.042570101565494,1.042570101565494,-0.6601687635808873,-0.6086809504685105
2025-03-13,75914.48698677201,75593.69962979163,76108.29856339116,75562.64657783404,81039.0,6120706920.0,374924.0,-1.5317928184851757,11,high_speculation,0.0,0.0,0,1.0,1.0,-0.0036062257096841632,1.0,position,1.0,-0.0036062257096841632,-0.0036062257096841632,0.3530202085208106,0.406506282116456,1.042570101565494,1.042570101565494,-0.6613942717226158,-0.6100921352856201
2025-03-14,75753.69724281371,75804.69022146142,76277.07319283935,75651.49086814382,113520.0,8604459300.0,373880.0,-1.1919558574625957,11,high_speculation,0.5,0.5,0,1.0,1.0,0.0027911134486482414,1.0,position,1.0,0.0027911134486482414,0.0027911134486482414,0.35400552797245766,0.40764088726743125,1.042570101565494,1.042570101565494,-0.6604491847206313,-0.609003858200682
2025-03-17,75987.99537730968,76478.7458593696,76742.5831207416,75889.00175093781,158446.0,12075385380.0,377358.0,-0.8677804977215231,11,high_speculation,0.8,0.8,0,1.0,1.0,0.008892004385730568,1.0,position,1.0,0.008892004385730568,0.008892004385730568,0.3571533466797616,0.41126563182481635,1.042570101565494,1.042570101565494,-0.6574298973819888,-0.6055271187929987
2025-03-18,76451.02078055336,75675.40676742094,76728.24898443455,75477.34041665797,159240.0,12086542180.0,382184.0,-0.8754896698987747,11,high_speculation,0.7,0.7,0,1.0,1.0,-0.010504082970004047,1.0,position,1.0,-0.010504082970004047,-0.010504082970004047,0.3534017782932228,0.40694566350541733,1.042570101565494,1.042570101565494,-0.6610282821629312,-0.6096706946666137
2025-03-19,75761.9303551776,75471.09885655322,75824.96166423989,75440.2410873909,83269.0,6286759200.0,379904.0,-1.5178422581760698,11,high_speculation,0.1,0.1,0,1.0,1.0,-0.0026997927014206224,1.0,position,1.0,-0.0026997927014206224,-0.0026997927014206224,0.3524476667515177,0.4058469945732106,1.042570101565494,1.042570101565494,-0.6619434355327357,-0.6107245028763033
